"timestamp (abs)","sample rate (Hz)","Channel-4","Channel-3","Channel-2","Channel-1","Channel-0"
2725,500,0,0,0,1,0
2726,500,0,0,0,1,1
2729,500,0,0,0,0,1
2730,500,0,0,0,1,1
2735,500,0,0,0,1,0
2736,500,0,0,0,1,1
2743,500,0,0,0,0,1
2744,500,0,0,0,1,1
2745,500,0,0,0,1,0
2746,500,0,0,0,1,1
2751,500,0,0,0,0,1
2753,500,0,0,0,1,1
2755,500,0,0,0,1,0
2756,500,0,0,0,1,1
2760,500,0,0,0,0,1
2761,500,0,0,0,1,1
2765,500,0,0,0,1,0
2766,500,0,0,0,1,1
2767,500,0,0,0,0,1
2769,500,0,0,0,1,1
2775,500,0,0,0,1,0
2776,500,0,0,0,1,1
2783,500,0,0,0,0,1
2784,500,0,0,0,1,1
2799,500,0,0,0,0,1
2800,500,0,0,0,1,1
2805,500,0,0,0,1,0
2806,500,0,0,0,1,1
2808,500,0,0,0,0,1
2809,500,0,0,0,1,1
2816,500,0,0,0,1,0
2817,500,0,0,0,1,1
2825,500,0,0,0,1,0
2827,500,0,0,0,1,1
2830,500,0,0,0,0,1
2832,500,0,0,0,1,1
2836,500,0,0,0,1,0
2837,500,0,0,0,1,1
2839,500,0,0,0,0,1
2840,500,0,0,0,1,1
2845,500,0,0,0,1,0
2847,500,0,0,0,1,1
2853,500,0,0,0,0,1
2854,500,0,0,0,1,1
2856,500,0,0,0,1,0
2857,500,0,0,0,1,1
2862,500,0,0,0,0,1
2863,500,0,0,0,1,1
2864,500,0,1,1,1,1
2866,500,0,1,1,1,0
2867,500,0,1,1,1,1
2876,500,0,1,1,1,0
2877,500,0,1,1,1,1
2878,500,0,1,1,0,1
2879,500,0,1,1,1,1
2885,500,0,1,1,1,0
2887,500,0,1,1,1,1
2895,500,0,1,1,1,0
2897,500,0,1,1,1,1
2906,500,0,1,1,1,0
2907,500,0,1,1,1,1
2909,500,0,1,1,0,1
2911,500,0,1,1,1,1
2918,500,0,1,1,0,1
2919,500,0,1,1,1,1
2926,500,0,0,1,1,0
2927,500,0,0,1,1,1
2932,500,0,0,1,0,1
2933,500,0,0,1,1,1
2941,500,0,0,1,0,1
2942,500,0,0,1,1,1
2964,500,0,0,1,0,1
2965,500,0,0,1,1,1
2966,500,0,0,1,1,0
